borrower_id,borrower_name,state,sector,branch_id,loan_officer_id,disbursal_date,loan_amount,interest_rate,tenure_months,monthly_income,emi_amount,emi_to_income_ratio,credit_score,bounce_count_6m,dpd_current,gst_filing,collateral_type,prior_defaults,risk_category,loan_status,default
BRW_03433,Champak Narain,Maharashtra,Construction,BR_06,LO_023,2023-01-19,5000000,12.01,18,1735287,304933,0.176,731,0,0,Regular,Machinery,0,Amber,Defaulted,1
BRW_03434,Bakhshi Devan,Delhi,Chemicals,BR_04,LO_005,2023-01-27,500000,13.57,12,98506,44792,0.455,592,0,120,Regular,Property,0,Critical,NPA,1
BRW_03435,Bakhshi Bumb,Punjab,Electronics,BR_10,LO_019,2023-04-05,10000000,12.85,12,2406028,892469,0.371,782,3,45,Regular,Machinery,0,Red,Stressed,0
BRW_03436,Bakhshi Raman,Gujarat,Chemicals,BR_15,LO_007,2024-06-09,3000000,15.38,36,869555,104555,0.12,658,5,0,Regular,Inventory,0,Red,Defaulted,1
BRW_03437,Zehaan Tata,Maharashtra,Textile,BR_12,LO_021,2023-01-22,1500000,14.18,36,418237,51397,0.123,717,0,90,Regular,Gold,2,Critical,NPA,1
BRW_03438,Jairaj Sen,Maharashtra,Chemicals,BR_20,LO_033,2023-01-20,1000000,12.6,24,341302,47354,0.139,621,3,75,Regular,Machinery,0,Critical,Stressed,0
BRW_03439,Amol Sen,Maharashtra,Agri Processing,BR_12,LO_020,2022-03-24,1000000,16.0,12,111018,90730,0.817,748,6,75,Regular,Property,2,Critical,Stressed,1
BRW_03440,Lopa Dugar,Gujarat,Textile,BR_07,LO_009,2023-12-01,750000,15.25,12,177596,67782,0.382,700,0,45,Regular,Machinery,0,Red,Stressed,1
BRW_03441,Janaki Shenoy,Haryana,Agri Processing,BR_06,LO_031,2023-11-09,750000,13.42,48,200116,20277,0.101,710,0,15,Irregular,Inventory,0,Amber,Active,0
BRW_03442,Warda Boase,Maharashtra,Construction,BR_05,LO_008,2024-06-14,2000000,14.86,18,640653,124637,0.195,762,6,120,Regular,Property,0,Critical,NPA,1
BRW_03443,Kamya Manda,Rajasthan,Textile,BR_19,LO_011,2023-07-07,10000000,16.72,18,3160095,631972,0.2,595,6,75,Regular,Machinery,0,Critical,Stressed,1
BRW_03444,Lohit Sheth,Haryana,Food & Beverage,BR_14,LO_007,2022-05-17,750000,12.94,24,258044,35635,0.138,623,0,0,Irregular,Machinery,1,Red,Defaulted,1
BRW_03445,Jack Parekh,Madhya Pradesh,Retail Trade,BR_01,LO_021,2023-11-01,750000,13.55,60,163695,17276,0.106,788,1,0,Irregular,Property,0,Amber,Active,0
BRW_03446,Yatan Patil,Madhya Pradesh,Retail Trade,BR_11,LO_028,2024-05-30,3000000,13.92,12,912916,269248,0.295,796,2,75,Regular,Property,0,Red,Stressed,1
BRW_03447,Bhavya Anne,Delhi,Agri Processing,BR_04,LO_015,2022-12-23,750000,16.73,48,146524,21536,0.147,737,0,60,Regular,Property,1,Critical,Stressed,1
BRW_03448,Kevin Vig,Punjab,Chemicals,BR_14,LO_008,2022-05-02,1500000,17.43,12,291037,137113,0.471,818,5,75,Regular,Machinery,0,Critical,Stressed,1
BRW_03449,Tara Hans,Madhya Pradesh,Electronics,BR_18,LO_012,2022-07-02,3000000,14.13,36,445212,102722,0.231,700,0,0,Regular,Property,0,Green,Active,0
BRW_03450,Ladli Dey,Tamil Nadu,Electronics,BR_06,LO_005,2023-07-05,2000000,13.58,24,601848,95629,0.159,806,3,75,Irregular,Machinery,1,Critical,Stressed,0
BRW_03451,Omkaar Warrior,West Bengal,Food & Beverage,BR_05,LO_008,2023-02-07,500000,17.73,60,173085,12623,0.073,744,2,90,Non-Filer,Property,0,Critical,NPA,0
BRW_03452,Bachittar Walia,Gujarat,Textile,BR_17,LO_037,2023-06-26,3000000,18.5,18,447636,192133,0.429,767,0,15,Irregular,Machinery,2,Red,Active,0
BRW_03453,Girik Warrior,Gujarat,Food & Beverage,BR_07,LO_014,2022-05-11,500000,16.19,12,47577,45410,0.954,784,0,30,Non-Filer,Property,0,Red,Stressed,0
BRW_03454,Ethan Bir,Punjab,Food & Beverage,BR_11,LO_004,2024-01-16,1000000,18.43,60,300196,25627,0.085,603,2,90,Regular,Inventory,1,Critical,NPA,1
BRW_03455,Daksha Banerjee,West Bengal,Chemicals,BR_14,LO_027,2022-08-17,2000000,16.12,24,494924,98040,0.198,809,6,120,Non-Filer,Gold,1,Critical,NPA,1
BRW_03456,Chaitaly Sastry,Karnataka,Electronics,BR_02,LO_015,2024-05-04,2000000,16.63,18,678237,126309,0.186,605,1,90,Regular,Inventory,1,Critical,NPA,1
BRW_03457,Balveer Palla,Delhi,Textile,BR_17,LO_020,2022-01-04,3000000,14.22,12,444313,269671,0.607,637,0,0,Regular,Machinery,0,Red,Defaulted,1
BRW_03458,Quincy Mohanty,Maharashtra,Construction,BR_02,LO_022,2024-02-14,7500000,14.53,48,743831,206948,0.278,588,0,60,Irregular,Inventory,0,Critical,Stressed,1
BRW_03459,Chakradhar Kari,Karnataka,Chemicals,BR_15,LO_036,2022-01-24,2000000,12.51,24,425918,94623,0.222,705,0,120,Regular,Property,0,Red,NPA,0
BRW_03460,Nisha Kota,Rajasthan,Food & Beverage,BR_07,LO_030,2022-11-02,500000,17.26,12,51537,45664,0.886,768,4,45,Regular,Property,0,Critical,Stressed,0
BRW_03461,Aachal Sood,Uttar Pradesh,Food & Beverage,BR_03,LO_033,2023-04-20,2000000,18.02,18,301366,127630,0.424,598,1,120,Irregular,Property,0,Critical,NPA,1
BRW_03462,Dalaja Balay,Rajasthan,Construction,BR_06,LO_028,2023-11-21,1000000,15.86,18,114014,62790,0.551,607,0,90,Regular,Property,0,Critical,NPA,1
BRW_03463,Zaitra Barman,Tamil Nadu,Food & Beverage,BR_09,LO_038,2024-01-07,1500000,13.91,48,210773,40922,0.194,714,4,0,Regular,Property,0,Red,Active,0
BRW_03464,Balhaar Pradhan,Gujarat,Food & Beverage,BR_10,LO_040,2023-07-12,7500000,12.58,24,814942,355085,0.436,624,6,0,Regular,Machinery,1,Critical,Defaulted,1
BRW_03465,Jyoti Bose,Gujarat,Food & Beverage,BR_08,LO_004,2023-03-11,5000000,13.36,24,1687773,238555,0.141,793,2,0,Irregular,Property,0,Amber,Active,0
BRW_03466,Abdul Choudhry,Madhya Pradesh,Retail Trade,BR_07,LO_014,2023-06-29,2000000,13.29,60,310423,45803,0.148,707,0,0,Regular,Unsecured,0,Green,Active,0
BRW_03467,Timothy Palla,Delhi,Chemicals,BR_01,LO_002,2023-01-24,750000,15.79,12,149889,67973,0.453,673,6,60,Regular,Gold,0,Critical,Stressed,1
BRW_03468,Barkha Nair,Rajasthan,Auto Parts,BR_10,LO_037,2024-04-23,3000000,18.12,60,967875,76376,0.079,770,6,30,Regular,Unsecured,1,Critical,Stressed,0
BRW_03469,Samesh Gopal,Tamil Nadu,Chemicals,BR_18,LO_019,2022-08-24,3000000,11.84,18,788630,182723,0.232,744,2,0,Irregular,Property,2,Red,Active,0
BRW_03470,Darsh Bora,Delhi,Construction,BR_16,LO_014,2022-09-11,3000000,11.51,18,740610,182264,0.246,595,0,0,Irregular,Gold,1,Critical,Active,0
BRW_03471,Gabriel Kulkarni,Haryana,Food & Beverage,BR_04,LO_007,2023-04-17,10000000,15.7,48,2705020,281868,0.104,807,6,60,Regular,Gold,2,Critical,Stressed,1
BRW_03472,Ijaya Halder,Karnataka,Chemicals,BR_09,LO_009,2022-12-21,7500000,13.49,48,2278365,203035,0.089,584,6,90,Regular,Unsecured,1,Critical,NPA,1
BRW_03473,Diya Raman,Madhya Pradesh,Retail Trade,BR_18,LO_033,2022-06-08,7500000,17.66,24,2377280,373199,0.157,736,0,0,Regular,Machinery,0,Green,Active,0
BRW_03474,Anay Mahajan,Tamil Nadu,Electronics,BR_11,LO_024,2022-10-10,500000,13.79,60,126756,11579,0.091,631,0,45,Regular,Gold,2,Critical,Stressed,0
BRW_03475,Suhani Dutt,Tamil Nadu,Construction,BR_12,LO_021,2022-07-13,2000000,13.53,18,640603,123390,0.193,730,1,120,Regular,Property,2,Critical,NPA,0
BRW_03476,Mugdha Bhatt,Rajasthan,Agri Processing,BR_08,LO_001,2024-06-15,5000000,13.39,12,1122786,447501,0.399,585,0,0,Regular,Property,0,Amber,Defaulted,1
BRW_03477,Isaiah Rao,Uttar Pradesh,Chemicals,BR_01,LO_021,2024-01-13,3000000,12.51,36,464605,100375,0.216,743,1,0,Irregular,Property,1,Red,Defaulted,1
BRW_03478,Isha Sahota,Delhi,Agri Processing,BR_08,LO_040,2024-02-23,2000000,15.57,12,635241,181054,0.285,764,1,0,Non-Filer,Unsecured,0,Red,Active,0
BRW_03479,Bachittar Choudhry,West Bengal,Food & Beverage,BR_05,LO_024,2022-04-26,7500000,12.68,48,1696482,200017,0.118,740,2,60,Regular,Property,0,Red,Stressed,1
BRW_03480,Pahal Chanda,Delhi,Retail Trade,BR_01,LO_038,2022-02-02,1000000,14.47,12,324657,90008,0.277,628,3,15,Regular,Property,0,Red,Active,0
BRW_03481,Turvi Dubey,Uttar Pradesh,Retail Trade,BR_03,LO_004,2024-04-08,3000000,14.73,18,272535,186773,0.685,748,0,60,Regular,Unsecured,0,Red,Stressed,0
BRW_03482,Thomas Viswanathan,Maharashtra,Chemicals,BR_13,LO_006,2023-11-08,2000000,11.64,60,374658,44125,0.118,659,0,90,Regular,Property,0,Red,NPA,1
BRW_03483,Rachit Krishna,West Bengal,Construction,BR_16,LO_003,2023-03-06,7500000,11.62,24,2519305,351721,0.14,762,4,45,Regular,Gold,0,Critical,Stressed,0
BRW_03484,Abhimanyu Bhakta,Gujarat,Construction,BR_12,LO_034,2023-09-22,1500000,15.14,60,221108,35795,0.162,677,5,120,Regular,Gold,0,Critical,NPA,1
BRW_03485,Faraj Goel,Rajasthan,Retail Trade,BR_07,LO_025,2024-02-24,7500000,16.37,36,2506610,265049,0.106,686,1,60,Regular,Property,0,Red,Stressed,1
BRW_03486,Neel Thakur,Madhya Pradesh,Construction,BR_08,LO_027,2022-01-17,750000,18.09,24,253165,37475,0.148,733,3,0,Regular,Property,0,Red,Active,0
BRW_03487,Dhriti Bhandari,Karnataka,Retail Trade,BR_11,LO_018,2022-09-04,10000000,12.75,36,3181784,335736,0.106,616,5,15,Irregular,Machinery,0,Red,Active,0
BRW_03488,Yug Sahni,West Bengal,Chemicals,BR_13,LO_005,2022-07-31,10000000,12.22,36,2321903,333194,0.144,784,0,30,Regular,Unsecured,0,Amber,Stressed,0
BRW_03489,Christopher Nadkarni,Gujarat,Auto Parts,BR_11,LO_024,2022-03-10,3000000,11.86,18,764020,182751,0.239,695,4,0,Regular,Unsecured,0,Red,Active,0
BRW_03490,Azad Narain,West Bengal,Retail Trade,BR_04,LO_032,2022-04-14,1500000,14.55,18,472194,93259,0.198,596,6,0,Regular,Property,0,Critical,Defaulted,1
BRW_03491,Bhavika Lata,West Bengal,Agri Processing,BR_06,LO_021,2023-09-01,1500000,15.86,48,434238,42402,0.098,803,6,60,Irregular,Machinery,2,Critical,Stressed,1
BRW_03492,Harinakshi Mitra,Maharashtra,Construction,BR_19,LO_034,2022-02-04,3000000,17.38,48,750376,87156,0.116,611,5,0,Regular,Machinery,1,Critical,Defaulted,1
BRW_03493,Ekaraj Dhar,Haryana,Retail Trade,BR_08,LO_029,2023-04-03,2000000,16.28,36,690420,70590,0.102,735,5,30,Regular,Inventory,2,Critical,Stressed,1
BRW_03494,Balendra Andra,Haryana,Retail Trade,BR_06,LO_005,2023-09-05,3000000,12.96,60,795398,68197,0.086,800,6,120,Irregular,Property,1,Critical,NPA,1
BRW_03495,Pranav Rajan,Delhi,Chemicals,BR_17,LO_028,2023-11-20,5000000,14.73,48,1716900,138470,0.081,604,3,45,Irregular,Property,0,Critical,Stressed,1
BRW_03496,Bachittar Patla,Karnataka,Construction,BR_18,LO_006,2023-12-22,5000000,17.87,18,477474,318719,0.668,754,6,45,Irregular,Inventory,0,Critical,Stressed,1
BRW_03497,Raksha Kala,Haryana,Auto Parts,BR_03,LO_011,2024-06-12,10000000,13.79,48,1175193,272212,0.232,601,0,0,Regular,Machinery,0,Amber,Active,0
BRW_03498,Aditya Radhakrishnan,Karnataka,Chemicals,BR_12,LO_039,2022-02-19,7500000,14.99,36,1514204,259953,0.172,798,1,75,Irregular,Property,2,Critical,Stressed,0
BRW_03499,Mohini Palla,West Bengal,Auto Parts,BR_15,LO_008,2022-09-08,3000000,18.21,24,551752,150076,0.272,640,0,30,Irregular,Gold,0,Amber,Stressed,1
BRW_03500,Adweta Oak,Karnataka,Electronics,BR_07,LO_035,2024-01-29,3000000,16.64,60,874015,73978,0.085,705,6,60,Irregular,Machinery,1,Critical,Stressed,1
BRW_03501,Viraj Hegde,Gujarat,Chemicals,BR_13,LO_011,2022-02-15,2000000,16.73,60,246731,49415,0.2,623,0,90,Regular,Machinery,2,Critical,NPA,1
BRW_03502,Yashodhara Dhaliwal,Telangana,Construction,BR_10,LO_020,2023-02-16,500000,13.27,12,171772,44721,0.26,681,6,90,Regular,Inventory,0,Critical,NPA,0
BRW_03503,Pooja Tripathi,Maharashtra,Textile,BR_19,LO_022,2023-03-26,10000000,14.4,48,1650677,275275,0.167,599,3,0,Irregular,Machinery,0,Red,Defaulted,1
BRW_03504,Widisha Barad,Uttar Pradesh,Construction,BR_09,LO_012,2022-08-28,10000000,12.08,60,1958094,222848,0.114,688,0,45,Non-Filer,Inventory,2,Critical,Stressed,1
BRW_03505,Aarnav Bassi,Madhya Pradesh,Construction,BR_12,LO_005,2023-07-07,10000000,15.75,18,1541811,627383,0.407,757,0,45,Irregular,Gold,1,Critical,Stressed,1
BRW_03506,Bhavna Sankar,Tamil Nadu,Auto Parts,BR_11,LO_034,2022-08-11,7500000,12.23,24,1773211,353857,0.2,667,1,60,Irregular,Inventory,0,Red,Stressed,1
BRW_03507,Neel Chokshi,Delhi,Auto Parts,BR_08,LO_034,2024-02-12,1000000,17.35,18,95829,63496,0.663,754,1,45,Regular,Inventory,1,Critical,Stressed,1
BRW_03508,Omaja Bhavsar,Karnataka,Construction,BR_09,LO_030,2024-06-03,500000,17.2,48,60206,14479,0.24,626,0,0,Regular,Inventory,0,Red,Active,0
BRW_03509,Urmi Nanda,Haryana,Construction,BR_04,LO_023,2024-03-05,7500000,15.24,36,2110240,260872,0.124,779,2,0,Irregular,Machinery,0,Red,Active,0
BRW_03510,Charan Shah,Uttar Pradesh,Construction,BR_20,LO_036,2022-02-27,5000000,12.49,12,651775,445390,0.683,630,2,0,Irregular,Property,0,Critical,Active,0
BRW_03511,Neelima Kumer,Haryana,Auto Parts,BR_05,LO_025,2022-05-24,2000000,11.68,12,287177,177398,0.618,762,1,120,Irregular,Property,1,Critical,NPA,0
BRW_03512,Caleb Vaidya,Haryana,Construction,BR_07,LO_006,2023-05-31,5000000,17.08,24,1470526,247403,0.168,785,5,15,Non-Filer,Inventory,0,Critical,Defaulted,1
BRW_03513,Megha Soni,Madhya Pradesh,Construction,BR_09,LO_029,2022-10-24,1500000,15.7,60,157786,36238,0.23,618,2,75,Regular,Machinery,0,Critical,Stressed,0
BRW_03514,Ekantika Sethi,Rajasthan,Electronics,BR_04,LO_021,2022-08-28,10000000,16.48,60,1981179,245738,0.124,593,5,0,Regular,Machinery,0,Red,Active,0
BRW_03515,Onkar Sidhu,Tamil Nadu,Food & Beverage,BR_12,LO_007,2024-04-15,750000,13.63,60,64670,17307,0.268,776,6,0,Non-Filer,Gold,2,Critical,Defaulted,1
BRW_03516,Chaaya Vohra,Maharashtra,Textile,BR_12,LO_037,2024-01-20,10000000,15.07,12,1736379,902913,0.52,754,6,30,Regular,Property,0,Critical,Stressed,0
BRW_03517,Reyansh Jayaraman,Telangana,Agri Processing,BR_06,LO_009,2023-08-13,10000000,16.73,36,2687249,355184,0.132,600,0,75,Irregular,Inventory,0,Critical,Stressed,0
BRW_03518,Ayaan Panchal,Delhi,Textile,BR_13,LO_036,2022-11-23,2000000,14.74,60,208655,47307,0.227,722,2,0,Irregular,Machinery,0,Red,Active,0
BRW_03519,Kalpit Wason,Uttar Pradesh,Food & Beverage,BR_09,LO_001,2023-08-15,500000,15.71,18,159925,31359,0.196,679,1,0,Regular,Machinery,0,Amber,Active,0
BRW_03520,Liam Saini,Telangana,Agri Processing,BR_09,LO_031,2023-09-05,5000000,17.03,60,1627823,124343,0.076,676,0,90,Irregular,Property,0,Red,NPA,0
BRW_03521,Luke Mane,West Bengal,Chemicals,BR_03,LO_020,2024-03-02,1500000,13.01,36,162521,50548,0.311,788,1,75,Regular,Property,1,Critical,Stressed,0
BRW_03522,Mitali Kakar,Telangana,Construction,BR_13,LO_028,2023-11-20,10000000,11.96,24,3474977,470547,0.135,791,0,45,Irregular,Property,0,Critical,Stressed,1
BRW_03523,Mohini Grewal,Karnataka,Food & Beverage,BR_06,LO_019,2024-04-18,3000000,15.22,24,480998,145773,0.303,580,2,0,Regular,Machinery,1,Red,Active,0
BRW_03524,Varsha Varughese,Madhya Pradesh,Electronics,BR_18,LO_001,2022-11-25,1000000,11.93,12,102707,88816,0.865,787,4,60,Irregular,Machinery,1,Critical,Stressed,0
BRW_03525,Ikbal Wali,Telangana,Chemicals,BR_14,LO_029,2022-08-31,3000000,16.87,36,244104,106764,0.437,688,1,15,Irregular,Inventory,1,Red,Active,0
BRW_03526,Rayaan Din,Uttar Pradesh,Construction,BR_02,LO_010,2022-11-06,3000000,16.53,18,570903,189321,0.332,661,1,0,Regular,Machinery,0,Red,Defaulted,1
BRW_03527,Utkarsh Narayanan,West Bengal,Auto Parts,BR_06,LO_036,2024-06-16,2000000,17.67,36,500097,71974,0.144,717,1,0,Irregular,Gold,1,Red,Active,0
BRW_03528,Omkaar Chakraborty,Karnataka,Retail Trade,BR_20,LO_023,2022-05-27,750000,15.98,18,127266,47135,0.37,730,2,0,Non-Filer,Inventory,2,Red,Active,0
BRW_03529,Nitesh Badami,Gujarat,Food & Beverage,BR_07,LO_018,2023-11-08,750000,11.97,18,229435,45726,0.199,597,3,90,Irregular,Property,0,Critical,NPA,0
BRW_03530,Faqid Sibal,Punjab,Auto Parts,BR_08,LO_029,2023-06-18,5000000,13.27,36,1367418,169120,0.124,637,2,120,Non-Filer,Property,0,Critical,NPA,1
BRW_03531,Triya Dave,Maharashtra,Food & Beverage,BR_10,LO_028,2022-08-15,750000,17.16,48,130907,21703,0.166,705,3,15,Regular,Property,2,Red,Active,0
BRW_03532,Kabir Sem,Madhya Pradesh,Electronics,BR_13,LO_007,2023-02-28,3000000,12.67,36,834790,100605,0.121,652,5,60,Regular,Unsecured,0,Critical,Stressed,0
BRW_03533,Robert Sehgal,Haryana,Food & Beverage,BR_01,LO_031,2022-11-04,2000000,16.39,18,667863,126081,0.189,689,1,0,Regular,Unsecured,0,Amber,Active,0
BRW_03534,Pahal Chadha,Maharashtra,Auto Parts,BR_05,LO_038,2022-10-09,1500000,16.96,60,157703,37246,0.236,801,6,0,Non-Filer,Property,0,Critical,Defaulted,1
BRW_03535,Robert Gera,Haryana,Electronics,BR_02,LO_002,2022-03-04,5000000,13.81,24,813240,239615,0.295,784,0,30,Regular,Machinery,0,Green,Stressed,0
BRW_03536,Chasmum Ganesan,Telangana,Agri Processing,BR_04,LO_015,2023-07-25,7500000,13.76,24,1538235,359246,0.234,631,5,90,Regular,Unsecured,0,Critical,NPA,0
BRW_03537,Finn Patel,Haryana,Textile,BR_12,LO_022,2023-08-29,1500000,15.4,12,321686,135670,0.422,802,3,120,Regular,Inventory,1,Critical,NPA,1
BRW_03538,Tanmayi Rajagopalan,Uttar Pradesh,Construction,BR_05,LO_011,2024-06-19,500000,17.53,24,113196,24848,0.22,625,1,90,Regular,Machinery,0,Critical,NPA,1
BRW_03539,Udant Ratti,Delhi,Food & Beverage,BR_15,LO_019,2024-01-23,500000,13.07,48,80584,13431,0.167,686,6,30,Non-Filer,Property,0,Red,Stressed,0
BRW_03540,Jack Sachdev,Madhya Pradesh,Construction,BR_10,LO_006,2022-06-29,500000,18.09,18,130080,31924,0.245,592,4,0,Regular,Property,0,Critical,Active,0
BRW_03541,Bhavani Goel,West Bengal,Retail Trade,BR_17,LO_009,2023-10-04,500000,15.69,36,127086,17502,0.138,675,3,0,Non-Filer,Inventory,0,Red,Defaulted,1
BRW_03542,Rajeshri Varkey,Haryana,Auto Parts,BR_14,LO_029,2023-11-27,2000000,18.44,36,472023,72747,0.154,596,0,45,Regular,Gold,0,Red,Stressed,0
BRW_03543,Michael Wali,Karnataka,Construction,BR_07,LO_003,2023-03-14,1500000,12.13,48,166073,39596,0.238,646,0,0,Irregular,Machinery,0,Red,Active,0
BRW_03544,Henry Chaudhuri,Maharashtra,Auto Parts,BR_02,LO_013,2023-07-24,10000000,12.39,24,2087813,472558,0.226,640,5,0,Regular,Property,0,Red,Active,0
BRW_03545,Kevin Raman,Karnataka,Construction,BR_03,LO_015,2023-05-23,1000000,17.29,18,176181,63467,0.36,644,3,120,Regular,Unsecured,2,Critical,NPA,1
BRW_03546,Vrinda Naik,Maharashtra,Textile,BR_04,LO_005,2022-02-18,5000000,17.55,24,1062901,248534,0.234,760,6,75,Regular,Gold,0,Critical,Stressed,1
BRW_03547,Yamini Ganesan,Uttar Pradesh,Textile,BR_16,LO_005,2022-12-19,7500000,14.62,12,2466779,675593,0.274,712,0,0,Regular,Property,2,Red,Active,0
BRW_03548,Vrishti Purohit,Tamil Nadu,Electronics,BR_16,LO_002,2023-10-21,3000000,16.5,24,629230,147607,0.235,739,1,0,Regular,Property,0,Green,Active,0
BRW_03549,Bhavini Chandran,Haryana,Textile,BR_03,LO_038,2023-11-19,500000,17.57,12,41887,45737,1.092,668,1,30,Regular,Machinery,2,Critical,Stressed,1
BRW_03550,Nakul Sarkar,Madhya Pradesh,Electronics,BR_17,LO_030,2023-01-26,7500000,11.8,36,1488644,248391,0.167,752,1,0,Regular,Property,0,Green,Active,0
BRW_03551,Praneel Raj,Madhya Pradesh,Textile,BR_17,LO_028,2024-03-15,1000000,15.52,18,301575,62629,0.208,635,1,75,Regular,Property,0,Critical,Stressed,0
BRW_03552,Theodore Sampath,West Bengal,Textile,BR_20,LO_039,2023-06-22,7500000,17.47,60,2179623,188294,0.086,584,0,120,Irregular,Property,2,Critical,NPA,0
BRW_03553,Falguni Tak,Maharashtra,Textile,BR_07,LO_032,2022-11-23,1500000,14.29,12,327922,134885,0.411,680,1,0,Regular,Unsecured,0,Amber,Active,0
BRW_03554,Samaksh Brar,Karnataka,Auto Parts,BR_08,LO_020,2023-12-15,7500000,13.62,24,1105782,358751,0.324,666,1,45,Irregular,Gold,0,Red,Stressed,1
BRW_03555,Mekhala Arora,Tamil Nadu,Food & Beverage,BR_19,LO_020,2023-03-03,500000,17.07,24,102786,24737,0.241,783,1,0,Non-Filer,Property,1,Red,Defaulted,1
BRW_03556,Falan Choudhry,West Bengal,Electronics,BR_07,LO_029,2023-02-23,1000000,13.85,36,232199,34104,0.147,741,3,0,Regular,Unsecured,2,Red,Active,0
BRW_03557,Jackson Pal,Gujarat,Construction,BR_01,LO_035,2022-06-02,3000000,11.52,48,1049895,78296,0.075,640,1,45,Regular,Inventory,2,Critical,Stressed,1
BRW_03558,Panini Kamdar,Haryana,Textile,BR_16,LO_032,2022-11-04,10000000,18.22,60,2539280,255132,0.1,794,4,90,Regular,Property,0,Critical,NPA,1
BRW_03559,Naveen Iyengar,Delhi,Auto Parts,BR_18,LO_017,2023-01-21,750000,15.64,48,200588,21117,0.105,787,4,30,Regular,Unsecured,1,Red,Stressed,0
BRW_03560,Oviya Mani,Punjab,Auto Parts,BR_08,LO_008,2022-07-08,500000,17.24,24,106346,24778,0.233,769,0,0,Irregular,Machinery,0,Green,Active,0
BRW_03561,Eesha Naidu,West Bengal,Auto Parts,BR_07,LO_021,2024-02-12,1000000,17.28,48,175712,29000,0.165,648,1,0,Regular,Gold,0,Amber,Active,0
BRW_03562,Fitan Chokshi,Tamil Nadu,Electronics,BR_10,LO_023,2023-07-05,1500000,11.96,60,449245,33336,0.074,642,1,30,Regular,Machinery,0,Amber,Stressed,0
BRW_03563,Ati Badami,Tamil Nadu,Food & Beverage,BR_02,LO_027,2023-04-30,2000000,12.7,60,427263,45199,0.106,623,1,0,Regular,Machinery,0,Amber,Active,0
BRW_03564,Gayathri Gandhi,Tamil Nadu,Electronics,BR_15,LO_006,2022-09-04,1000000,13.68,18,348566,61765,0.177,818,4,0,Irregular,Property,2,Red,Active,0
BRW_03565,Gayathri Dewan,Maharashtra,Construction,BR_14,LO_008,2024-05-19,750000,13.74,48,152566,20397,0.134,607,1,30,Irregular,Machinery,0,Red,Stressed,0
BRW_03566,Balhaar Rai,West Bengal,Food & Beverage,BR_02,LO_035,2022-08-19,750000,16.11,18,73770,47181,0.64,777,1,15,Non-Filer,Machinery,0,Red,Defaulted,1
BRW_03567,Maanas Divan,West Bengal,Agri Processing,BR_07,LO_005,2022-11-04,5000000,15.86,24,1321480,244481,0.185,592,3,75,Non-Filer,Unsecured,2,Critical,Stressed,1
BRW_03568,Harini Dewan,Karnataka,Chemicals,BR_12,LO_033,2024-05-28,10000000,14.96,24,925931,484676,0.523,750,0,30,Regular,Inventory,0,Amber,Stressed,0
BRW_03569,Urvashi Roy,West Bengal,Auto Parts,BR_05,LO_001,2023-12-26,750000,12.98,24,110726,35649,0.322,609,2,0,Regular,Property,0,Red,Defaulted,1
BRW_03570,Oscar Kari,West Bengal,Electronics,BR_06,LO_024,2022-05-28,5000000,14.17,36,877546,171301,0.195,733,5,30,Regular,Property,0,Red,Stressed,0
BRW_03571,Rudra Varty,Maharashtra,Agri Processing,BR_16,LO_032,2024-04-05,5000000,15.31,48,1398302,139940,0.1,788,1,0,Regular,Gold,0,Amber,Active,0
BRW_03572,Jacob Bansal,Tamil Nadu,Retail Trade,BR_12,LO_033,2023-04-20,5000000,14.78,12,1067218,450772,0.422,642,1,30,Regular,Machinery,2,Red,Stressed,1
BRW_03573,Kamya Narasimhan,Tamil Nadu,Electronics,BR_09,LO_038,2022-03-01,1000000,12.39,60,87734,22442,0.256,652,2,45,Regular,Property,0,Red,Stressed,1
BRW_03574,Abdul Bora,Maharashtra,Textile,BR_20,LO_002,2023-07-30,5000000,16.05,12,1232747,453772,0.368,636,2,75,Regular,Gold,0,Critical,Stressed,0
BRW_03575,Isaiah Natt,Karnataka,Chemicals,BR_12,LO_017,2023-02-27,500000,12.01,24,95543,23539,0.246,643,0,45,Regular,Unsecured,0,Critical,Stressed,1
BRW_03576,David Bandi,Rajasthan,Textile,BR_10,LO_010,2023-03-03,500000,14.15,48,164447,13700,0.083,787,0,0,Irregular,Inventory,2,Red,Active,0
BRW_03577,Praneel Upadhyay,Telangana,Food & Beverage,BR_17,LO_037,2023-07-25,2000000,16.47,18,429763,126157,0.294,756,0,30,Non-Filer,Property,1,Red,Stressed,0
BRW_03578,Anirudh Pai,Karnataka,Chemicals,BR_11,LO_037,2023-06-27,750000,11.64,12,203567,66510,0.327,631,4,90,Regular,Machinery,0,Critical,NPA,0
BRW_03579,Jagdish Nayar,Rajasthan,Electronics,BR_18,LO_002,2022-05-18,10000000,15.49,24,1390944,487197,0.35,642,4,45,Regular,Gold,0,Critical,Stressed,1
BRW_03580,Chaman Joshi,Uttar Pradesh,Construction,BR_04,LO_012,2023-02-02,5000000,13.84,12,1427314,448559,0.314,789,2,0,Regular,Unsecured,0,Red,Defaulted,1
BRW_03581,Janaki Parikh,Haryana,Agri Processing,BR_03,LO_037,2022-09-06,1500000,11.56,12,411986,132964,0.323,720,3,0,Irregular,Unsecured,2,Red,Defaulted,1
